0,24,4.97926,0.210898,1.10702,-302.223,24,1,1
1,24,4.97926,0.210898,1.10702,-302.223,24,1,1
2,23,4.96777,1.94514,2.11048,-268.867,23,2,2
3,23,4.57814,2.36275,2.6215,-136.033,23,3,3
4,24,7.14312,0.593688,6.43706,-355.559,24,3,1
5,25,8.33475,1.35908,7.41636,-102.515,25,3,4
6,26,8.42161,2.47812,9.05743,-56.1041,25,2,4
7,26,8.33601,2.45537,10.7789,-7.97787,26,1,4
8,26,5.70672,0.603215,9.00139,-101.981,26,2,1
9,27,2.38878,-0.377053,9.45708,-143.136,27,1,3
10,26,1.18859,1.32405,4.40172,-35.0078,26,4,5
11,27,5.05418,-2.57836,5.58205,-0.996215,26,1,2
12,27,5.52199,-2.76341,6.18053,-2.82484,27,4,2
13,25,-7.03102,-2.74162,9.30134,-94.8,25,5,6
14,26,-8.05795,-2.63072,9.45699,-268.332,25,1,6
15,25,3.18233,-2.4837,12.6544,-7.60815,25,3,2
16,25,4.77249,-2.58262,11.493,-0.596034,25,5,2
17,25,4.84956,-2.77692,10.9742,0.478735605258,25,3,2
