0,24,4.97926,0.210898,1.10702,-302.223,24,1,1
1,24,4.97926,0.210898,1.10702,-302.223,24,1,1
2,23,4.96777,1.94514,2.11048,-268.867,23,2,2
3,23,4.57814,2.36275,2.6215,-136.033,23,3,3
4,24,7.14312,0.593688,6.43706,-355.559,24,3,1
5,25,8.33475,1.35908,7.41636,-102.515,25,3,4
6,25,8.39942,2.44648,9.021,-76.0029,25,2,4
7,25,8.34335,2.45369,10.7697,-7.91173,25,4,5
8,24,5.71819,0.568933,8.99379,-89.1571,24,2,1
9,25,2.38595,-0.39587,9.44215,-142.414,25,1,2
10,22,1.16762,1.30864,4.39975,-35.3171,22,1,3
11,23,5.04673,-2.56897,5.57887,-0.91911,22,5,6
12,23,5.52132,-2.76421,6.18085,-2.02104184436,23,4,6
