0,14,4.9722,0.242765,1.10811,-289.286,14,1,1
1,14,4.9722,0.242765,1.10811,-289.286,14,1,1
2,10,4.95218,1.94916,2.10808,-275.692,10,1,1
3,10,4.5816,2.35294,2.61291,-156.041,10,2,2
4,11,7.13816,0.584157,6.45818,-322.965,11,1,2
5,11,8.31846,1.40499,7.43227,-95.4521,11,3,3
6,11,8.36538,2.49714,9.05307,-74.9516,11,3,3
7,12,8.29672,2.47284,10.7846,-14.4075,11,2,3
8,9,5.70514,0.600707,9.00408,-95.5315,10,3,2
9,9,2.33121,-0.507391,9.41235,-150.57,9,4,4
10,6,1.18029,1.2979,4.38911,-34.6669,6,3,4
11,5,5.08246,-2.55983,5.58806,-1.05128,5,5,5
12,5,5.55207,-2.7487,6.1822,-29.5002,5,2,5
13,3,-7.01737,-2.80711,9.30342,-88.146,3,6,6
14,3,-8.05075,-2.71237,9.45543,-261.941,3,3,6
15,4,3.21275,-2.49166,12.6702,-14.0336,4,6,5
16,4,4.80872,-2.57363,11.4982,-0.541249,4,3,5
17,4,4.86011,-2.77285,10.9837,-1.34102,4,2,5
18,4,4.86292,-2.83789,10.3878,-1.40038,4,2,5
19,4,-5.69077,-2.88259,10.0951,-41.3032,4,4,6
20,4,-7.36859,-2.7945,9.04347,-28.3796,4,2,6
21,5,1.55006,-3.02063,11.6257,-0.66658,5,6,4
22,5,1.84994,-3.25399,12.1346,-0.597222,5,5,4
23,5,-2.42461,-4.5054,17.3033,-69.208,5,1,6
24,4,-2.32611,-5.48166,17.5588,-163.94,5,7,7
25,4,-2.05283,-6.4447,17.2285,-296.65,4,1,7
26,3,-2.07461,-7.59817,18.0864,-62.6867,4,3,7
27,2,-1.88714,-7.60373,19.7778,-68.6601,3,4,7
28,1,-5.32531,-4.09686,23.1385,-28.8019,1,7,6
29,1,-5.28786,-5.56422,24.2029,-142.991,1,8,8
30,1,-4.68484,-6.20116,23.9759,-29.8376,1,6,8
31,1,-4.51129,-7.26034,23.5567,-2.5352,1,5,8
32,1,-4.62306,-8.2034,22.5124,-14.3409,1,7,8
33,1,-4.63067,-8.25246,21.9832,-14.5055,1,6,8
34,2,-5.84259,0.352734,14.4815,-0.86995,2,9,9
35,2,-6.16259,0.625006,15.6085,-34.6868,2,5,9
36,2,-7.90306,0.167308,15.3544,-135.072,2,4,9
37,2,-8.19809,1.20942,13.198,-101.84,2,2,9
38,2,-8.12326,1.17888,11.5976,-27.8595,2,5,9
39,2,-3.71719,-0.574282,12.0304,-1.68542,2,1,9
40,2,-3.07361,-0.731189,12.6068,-2.308689105,2,9,9
